Source Image, Target Image, Output File
/media/NAS/DATASET/FFHQ/FFHQ_1024/38456.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/12331.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/12331_38456.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/52853.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/33648.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/33648_52853.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/04458.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/09283.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/09283_04458.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/40068.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/54788.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/54788_40068.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/63868.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/30857.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/30857_63868.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/24531.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/56543.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/56543_24531.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/53426.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/39242.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/39242_53426.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/39270.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41270.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41270_39270.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66297.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/12532.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/12532_66297.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/41917.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/46220.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/46220_41917.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/41993.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32483.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32483_41993.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/05785.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/55505.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/55505_05785.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/17493.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16425.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16425_17493.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/23797.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/20600.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/20600_23797.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/46659.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/30836.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/30836_46659.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/35388.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16982.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16982_35388.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/15269.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/60160.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/60160_15269.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56038.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02721.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02721_56038.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/53140.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/66748.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/66748_53140.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/12721.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/37310.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/37310_12721.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/19650.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/06889.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/06889_19650.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/48495.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/27555.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/27555_48495.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/31575.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/09772.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/09772_31575.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56315.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41162.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41162_56315.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/35709.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32177.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32177_35709.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/34946.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/42215.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/42215_34946.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/22113.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/37901.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/37901_22113.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/64631.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/63137.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/63137_64631.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/20356.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/49962.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/49962_20356.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/08985.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/64004.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/64004_08985.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/63853.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/40906.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/40906_63853.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55589.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51531.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51531_55589.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/33459.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47953.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47953_33459.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/61146.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62566.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62566_61146.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/13696.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/61923.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/61923_13696.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/53029.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32772.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32772_53029.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/30612.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/12353.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/12353_30612.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/48556.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47138.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47138_48556.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/50389.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/19369.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/19369_50389.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/63241.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/27165.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/27165_63241.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/19484.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/03086.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/03086_19484.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27854.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51680.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51680_27854.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27929.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47826.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47826_27929.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/25260.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/17782.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/17782_25260.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55728.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/17488.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/17488_55728.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/69237.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/25487.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/25487_69237.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56214.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/26321.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/26321_56214.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/06150.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02681.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02681_06150.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/46673.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62890.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62890_46673.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/39076.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/12905.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/12905_39076.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/44864.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62480.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62480_44864.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/25441.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/30343.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/30343_25441.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/54410.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/54077.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/54077_54410.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/13657.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51975.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51975_13657.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/13235.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/18654.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/18654_13235.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/24145.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/48396.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/48396_24145.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/04974.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/06291.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/06291_04974.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/25717.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/09619.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/09619_25717.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/35410.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/53895.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/53895_35410.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/16204.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/34233.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/34233_16204.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/45989.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/08163.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/08163_45989.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/03385.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/69719.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/69719_03385.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/30847.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02606.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02606_30847.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/14404.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/67577.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/67577_14404.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/34192.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/36809.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/36809_34192.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/15004.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/25133.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/25133_15004.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/51816.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/42323.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/42323_51816.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/28261.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/54774.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/54774_28261.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/57418.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/29458.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/29458_57418.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/40522.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/34235.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/34235_40522.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/67483.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/25342.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/25342_67483.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/50274.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/01928.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/01928_50274.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/45759.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/46445.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/46445_45759.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/37544.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/01804.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/01804_37544.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/67324.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/44922.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/44922_67324.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/60859.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/37783.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/37783_60859.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/46907.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68943.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68943_46907.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/53038.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/25709.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/25709_53038.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/11480.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/26383.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/26383_11480.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55784.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02193.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02193_55784.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66978.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13499.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13499_66978.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/11397.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/59015.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/59015_11397.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/38945.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62960.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62960_38945.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/35278.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/36826.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/36826_35278.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/28507.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/66004.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/66004_28507.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/67175.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/18253.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/18253_67175.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/21117.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/44520.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/44520_21117.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/65240.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47404.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47404_65240.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/22453.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/18216.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/18216_22453.jpeg
